comments,status,rating
"P G Suresh Sir, please consider doing a discussion on the following:<br>1. St Stephens Delhi (estd 1881) - 50% reservation for CHRISTIANS.<br>2. St Xaviers Mumbai (estd 1869) - 42.5% reservation for CHRISTIANS.<br>3. CMC Vellore(estd 1900) - 74% reservation for CHRISTIANS.<br>4. Loyola College Chennai (estd 1925) - 40% reservation for CHRISTIANS.<br><br>In 1700, when &quot;CHRISTIAN&quot; Britishers stepped onto our country&#39;s soil, our country&#39;s(Bharat&#39;s) GDP was 24.5% of World GDP.<br><br>In 1947, when &quot;CHRISTIAN&quot; Britishers left our country, our country&#39;s(Bharat&#39;s) GDP came down to 1.5% of World GDP.<br><br>With our own &quot;LOOTED WEALTH&quot;, if CHRISTIAN Britishers established St Stephens, St Xaviers, CMC, Loyola in our soil between 1700 and 1947, why should ONLY the present generation converted christians(consisting of just 3% of India&#39;s population) exclusively enjoy 40%, 42.5%, 50% and 74% in the year 2023 also?<br><br>Broadminded Achayans should constantly fight and NATIONALIZE these type of thousands of institutions across India so that the remaining 97% unconverted indians( hindus, muslims,jains, sikhs, buddhists, parsis etc..) also get EQUAL OPPORTUNITIES.<br>For 75 years, 3% christians(achayans) took unfair competitive advantage over other communities. Now, atleast they should stop being &quot;greedy&quot; and share equal opportunities with the remaining 97% Indian population also.",negative,4
"P G Suresh Sir, please consider doing a discussion on the following:<br>1. St Stephens Delhi (estd 1881) - 50% reservation for CHRISTIANS.<br>2. St Xaviers Mumbai (estd 1869) - 42.5% reservation for CHRISTIANS.<br>3. CMC Vellore(estd 1900) - 74% reservation for CHRISTIANS.<br>4. Loyola College Chennai (estd 1925) - 40% reservation for CHRISTIANS.<br><br>In 1700, when &quot;CHRISTIAN&quot; Britishers stepped onto our country&#39;s soil, our country&#39;s(Bharat&#39;s) GDP was 24.5% of World GDP.<br><br>In 1947, when &quot;CHRISTIAN&quot; Britishers left our country, our country&#39;s(Bharat&#39;s) GDP came down to 1.5% of World GDP.<br><br>With our own &quot;LOOTED WEALTH&quot;, if CHRISTIAN Britishers established St Stephens, St Xaviers, CMC, Loyola in our soil between 1700 and 1947, why should ONLY the present generation converted christians(consisting of just 3% of India&#39;s population) exclusively enjoy 40%, 42.5%, 50% and 74% in the year 2023 also?<br><br>Broadminded Achayans should constantly fight and NATIONALIZE these type of thousands of institutions across India so that the remaining 97% unconverted indians( hindus, muslims,jains, sikhs, buddhists, parsis etc..) also get EQUAL OPPORTUNITIES.<br>For 75 years, 3% christians(achayans) took unfair competitive advantage over other communities. Now, atleast they should stop being &quot;greedy&quot; and share equal opportunities with the remaining 97% Indian population also.",negative,2
Arod parayana 😭,neutral,3
പെട്രോൾ 80 രൂപ <br>ഡീസൽ 73 രൂപ<br> ഇതാണ് ടാക്സ് ഉൾപ്പെടെയുള്ള ന്യായമായ വില.അതിന്റെ മുകളിലുള്ളതെല്ലാം കൊള്ളയാണ്.കേന്ദ്രവും കേരളവും നികുതി എന്നും സെസ്സ്‌ എന്നും പറഞ്ഞു 1 ലിറ്റർ പെട്രോളിൽ നിന്നും പിടിച്ചു പറിക്കുന്നത് 60 രൂപയിൽ കൂടുതലാണ്<br><br>Courtesy,negative,4
Kerala - Karnataka per liter nu 5 Roopa difference und. Where that amount goes ?,negative,1
അതുകൊണ്ടാകും ksrtc കർണാടകയിൽ നിന്നും ഡീസൽ അടിക്കുന്നത്?,negative,1
@Vaishak Prabhakaran <br><br>Difference 10 rūpakkum mukalil alle,negative,0
ആരാധകരെ ശാന്തരാകുവിൻ<br>ഈ കപ്പൽ ആടിയുലുകയില്ല മുങ്ങുകയുമില്ല. ഈ കപ്പലിനൊരു കപ്പിത്താൻ ഉണ്ട് 🤭🤭.<br>അപ്പോൾ അടുത്ത ഇലക്ഷനും വോട്ട് ചുവപ്പിന്<br>അപ്പോൾ മറക്കേണ്ട നമ്മുടെ തള്ള് വാക്യം <br>LDF വരും എല്ലാം ശരിയാകും,neutral,0
എല്ലാം ശെരി ആയി,negative,5
കപ്പിത്താൻ..... 🤣🤣🤣🤣🤣.. നാട് വിടേണ്ടി വരും... ഇങ്ങനെ പോയാൽ,neutral,2
കുത്തി കൊട് അടുത്ത പ്രവശ്യവും പിണറായി നീണാൽ വാഴട്ടേ,neutral,0
കേരളത്തിൽ വിലകൂടാത്തത്<br>പിണറായി വിജയനും<br>മന്ത്രി സഭയ്ക്കും മാത്രം<br>🧑🏻‍⚖️,negative,1
😀,negative,2
ജനകീയ ബഡ്ജറ്റ് <br>ജനപക്ഷം ഹൃദയപക്ഷം ❣️,negative,5
@Abhjin Charlie..ഹൃദയം തകര്‍ക്കുന്ന ബഡ്ജറ്റ്.,negative,4
സരിതയുടെ തുള ... വില കുറഞ്ഞ ഐറ്റം..,negative,2
ജനപക്ഷം പണപക്ഷം,negative,4
😁,positive,4
@Abhjin Charlie 😄 കളിയാക്കിയതാണോ,negative,2
അനുഭവിക്കുക ☺️ഇലക്ഷൻ വരുമ്പോൾ കിറ്റ് തരും... ന്നട്ട് വോട്ട് ഞങ്ങൾക്ക് ചെയ്യുക... 🤩,negative,3
"LDF varum, ellaam shariakum...",negative,4
"@Joseph Thomas ഹൊ ! ഞാനറിഞ്ഞില്ല , LDF വന്നില്ലായിരിക്കും, അപ്പോൾ ഇപ്പോൾ കേരളം ഭരിക്കുന്നത് പകൽ കൊള്ളയല്ല ദിവസം മുഴുവൻ കൊള്ളയടിച്ചു കൊണ്ടിരിക്കുന്ന ഏതോ പിടിച്ചു പറിക്കാരാണല്ലേ?",neutral,1
കിറ്റ് നീയും വാങ്ങി നക്കി യില്ലെ,neutral,1
എല്ലാവരും അത്യാവശ്യ സാധനങ്ങൾ അല്ലാതെ വാങ്ങാതിരിക്കുക.. 🧑🏻‍⚖️ അപ്പൊ സർക്കാർ പഠിച്ചോളും 💯,negative,0
ഒന്ന് മാത്രം കൂട്ടിയില്ല ക്ഷേമ പെൻഷൻ ....അത് പിന്നെ ജനങ്ങൾ അല്ലല്ലോ കൊടുക്കേണ്ടത് ജനങ്ങൾക്കല്ലേ കൊടുക്കേണ്ടത് .....അതുകൊണ്ടാവും,negative,0
ഷേമ പെൻസിൻ ഇലക്ഷൻ വരുമ്പോൾ കൂട്ടും,negative,5
കേരളത്തിലെ സാധാരണക്കാരന്റെ ജീവിതം സീരിയൽ മാതിരി ആയി ഫുൾ കരച്ചിലും മൂക്കു പിഴിയലും മാത്രം എന്നാൽ എല്ലാം മറക്കാൻ ഒരു ചെറുത് വീശാം എന്ന് വെച്ചാൽ അവിടെയും ചെക്ക് പറയുന്ന സർക്കാർ,neutral,2
"അപ്പോൾ മന്ത്രി രാജിവിൻ്റെ മകൾ എവിടെ ആണ് പഠിക്കുന്നത്,",negative,0
ഇതിലും ഭേദം കട്ട പാരയും ആയി കക്കാൻ പോകുന്നതാ വാലകൊവാല,neutral,1
ധനകാര്യമന്ത്രിയുടെ &#39;ധനകാര്യവിദഗ്ദ്ധത&#39; മറ്റുനേതാക്കന്മാർക്കു &#39;PhD&#39; കിട്ടിയിരിക്കുന്നതുപോലെയുള്ളതാണോ എന്ന് സംശയിക്കേണ്ടിയിരിക്കുന്നു ഈ ബജറ്റ് അവതരണം കാണുമ്പോൾ ????? ഒരു ധനസമാഹരണ പദ്ധതികളും ബജറ്റിൽ ഇല്ല. ഉള്ളതുമുഴുവൻ പണമടിച്ചുമാറ്റുവാനുള്ള &#39;കടലാസ് പദ്ധതികൾ&#39; !!!!!!!,positive,2
No 1 keralam petrol 110 rupa,negative,5
Capsules,negative,4
Vijayaraghvan avante ammmmuuuummmeeedddeee pooookkkkkaaaallllaaaammmm,negative,2
Innathe debatil economist aaya Abjyoth ayirunnuu vendathu PG kkupakaram.. koode Dr. Mathew Kurien.. engil polichene..!,negative,4
Where is kayaru Dr.,positive,5
@Joseph Thomas he is writing a book on KIIB ..,negative,4
നാളത്തെ ദേശാഭിമാനി പത്രത്തിന്റെ first page Headding<br>&#39;പാവങ്ങളുടെ കണ്ണീർ ഒപ്പിയ ബഡ്ജറ്റ് &#39;. ഏറ്റവും താഴെ ഉമ്പ്രിക്കാണ്ടി അക്ഷരത്തിൽ കാണാം പെട്രോളിനും ഡീസലിനും 2 രൂപ കൂട്ടിയെന്ന്,neutral,2
Where is the so called Dr. Kayaru.,neutral,4
ഇതൊരു ഒന്നൊന്നര പണിയായിപ്പോയി.<br>കോൺഗ്രാറ്റ്ലഷൻസ്...<br>😆😆😆,positive,0
NIA അറസ്റ്റ് ചെയ്ത് ജിഹാദി ഭീകരരുടെ കുടുംബത്തിന് രാജ്യ സുരക്ഷ സെസ് മന്ത്രി ബാലഗോപാൽ ഏർപ്പെടുത്തണം,neutral,2
😳ithokke nthinano ntho,positive,4
കേന്ദ്ര സംസ്ഥാന സർക്കാരുകൾ ജനങ്ങളെ കൊള്ളയടിക്കുന്നു,positive,2
"കേന്ദ്രം അരി തന്നില്ല എങ്കിൽ ഒന്ന് വെറുതെ ഓർത്ത് നോക്ക് , ഇവിടെ ഒന്നും ഇല്ല, കൃഷി ചെയ്യാൻ ചെറുപ്പക്കാർ ഇല്ല , ചെറുപ്പക്കാർ എല്ലാം പുറത്ത് പോകുന്നു, tax കൊടുക്കാൻ മാത്രം എന്തിനാ ഇവിടെ നില്കുന്നത്? കേരളം നന്നായി വരട്ടെ. എന്ന് കേരളത്തിന്റെ പുറത്ത് നിന്ന് ഒരു മലയാളി.",negative,3
"വിപ്ലവം, ബൂർഷ്വാ, അടിച്ചമർത്തപ്പെട്ടവർ.... കുറെ വാചക കസറത്തുകൾ കാലം കുറെ ആയി കേൾക്കുന്നു.... വേറെ ഒന്നും നടക്കുന്നില്ല കാണുന്നില്ല",negative,4
K rail ne budgetil. Paisa ellathath ath pinari de mathram alley K Rail.athu konda,neutral,1
Asianet nintay attinay pattiyakkunna magic,neutral,1
കേരളത്തിന്റെ നാശം തുടങ്ങിയത് മണ്ടൻ ഐസക് ധനമന്ത്രി ആയതിനു ശേഷം ആണ്,negative,0
എല്ലാം ശരിയായി ഇനി എന്ത് വേണം? കുറിച്ചു കൂടി ശരിയാകണം ഒരു ടേം കൂടി എൽഡിഎഫ് സർക്കാരിന് നൽകണം,negative,0
🤣,negative,5
ഒരു പ്രാവശ്യത്തിൽ കൂടുതൽ കക്കൂസിൽ പോകുന്നവർക്കു സെസ് ഏർപ്പെടുത്താവുന്നതാണ്. 🤔,negative,2
ശുപ്പാർ 🥲,negative,0
ഒരു കൂലി എഴുത്ത് കാരിയിൽ നിന്നും നിങ്ങളെന്താണ് കൂടുതൽ പ്രതീക്ഷിക്കുന്നത്,negative,1
വാഴക്കുല പഴുത്താൽ വീട്ടുകാർ തിന്നും ചിലപ്പോൾ നാട്ടുകാർക്കും കൊടുക്കും.. വാഴയിൽ തന്നെ നിന്നാലോ. അത് പക്ഷികളും അണ്ണാനും നാരിച്ചീറുകളും കിട്ടുന്നെടത്തോളം ആസ്വദിച്ചു അനുഭവിക്കും അതേ ഇവിടെയും സംഭവിച്ചിട്ടുള്ളൂ.. ചങ്ങമ്പുഴക്കു മാത്രമല്ലല്ലോ വാഴക്കുല കിട്ടു.. വൈലോപ്പള്ളിയിലും വേലിക്കകത്തും ഒക്കെ പണ്ടേ വാഴക്കുല കണ്ടിട്ടുണ്ട്. ചിന്തയിൽ തോന്നിയത് പറഞ്ഞു തെറ്റിദ്ധരിക്കരുത്,negative,2
"ഭരണ കൂടം, അധികാരി വർഗം, കുഴലൂത്തുകാർ/പൗരോഹിത്യം, കോർപറേറ്റുകൾ, സർക്കാരുദ്യോഗസ്ഥർ, സാധാരണക്കാർ. ഇതാണ് മനുസ്മൃതി പറഞ്ഞ ചാതുർവർണ്യം. ഇതിനെതിരെ വിപ്ലവം കത്താൻ ഇനി ഒരു 2000 വർഷം കാത്തിരിക്കണം.",negative,5
ഞങ്ങൾക്ക് 99 സീറ്റുണ്ടെന്ന കാര്യം ഈ പെണ്ണുങ്ങൾക്ക് അറിയില്ലെന്ന് തോന്നുന്നു???,negative,4
കേന്ദ്രത്തേകുറ്റംപറയാനിവർക്കുയോഗ്യതയുണ്ടോ<br>തീവ്രവാദികളെപോറ്റുന്നവർക്കെന്തുയോഗ്യത<br>ഇവർക്കുഇന്ത്യയിജീവിക്കാൻപോലുമര്ഹതയില്യ,positive,2
Kerala should be made a hub of Vazhakkula Doctorate..😁,neutral,4
കടംവങ്ങിഭരിക്കാൻ ഇതുഭിക്ഷകരാനുംപറ്റുപറ്റും,positive,4
കേന്ദ്ര സർക്കാർ പെട്രോളിന് വില കൂട്ടുമ്പോൾ അതിനെ കുറ്റം പറയാൻ ഇവർക്ക് എന്ത് അവകാശം,negative,2
ദുർത്തടിക്കുക ഭരമെല്ലാംജനങ്ങളുടേതലയിൽ<br>കെട്ടിവെക്കുക<br>എങ്ങനെനറിയുഭരണലോകത്തുണ്ടാവില്ല<br>നാണമില്ലാതേന്നിട്ടുമ്പറയുംകേരലാംനമ്പർ<br>കേരളംണുമ്പെരൊന്നുവെന്നു,positive,3
കേരളത്തിന്റെപൊതുമേഖലസ്ഥാപനങ്ങളെല്ലാം<br>സഖാക്കക്കുടെകളിയറങ്ങാണ്,positive,4
"Mukyano vivara dhoshi yum maramandan um , dhana manthry yo athilum midukan , mandha budhy yo ?",negative,1
Aa samadhanathinte 2 crore yethu nedhavinte pocket yil aanu poyathu? Athum parayanda. Athupole thirutha thoma ye minister aakki parivarangalum aayi athinulla expense janam ariyanda. Athupole Cows ne A/C room yil panikkare vachu nokkunnathine chilavu. Athupole ministers expesive luxury foreign vehicle yil Kashmir yil yathra cheyunnapole valiya security yude chilavu. Athupole oru control yum illathe yeduthukoottiya loan nte adavu <br> Koodathe valiya loss yil oodikunna politicians bharikunna government corporations. Ithellam janathinte mukalil ittukodukkuka koode central ne kuttanum paranjaal bharikunnavar lokathe no 1 aayi janam vijarichukollum. Athrakkum kazhuthakal aanallo keralathile janam.,negative,1
GST VARUTHI JANATHAE MUDIPPICHA THOMAS ISSAC ...V.BAD ENGANAE EVAROKU ...,neutral,0
P.H.D KITTIYAVALKU JANAM THIRUTHI KODUKUKA ENTHU GATHI JANATHINU P.H.D KODUKU,neutral,0
Kവാഴകൾ...കൂമ്പ്ചീയൽരോഗംവന്നെങ്കിൽ..,positive,5
ബാലഗോപാലാ താങ്കളുടെ മോളെയെങ്കിലും ഇവിടെ പിടിച്ചു നിർത്തി ഇവിടെ പഠിപ്പിക്കാമായിരുന്നില്ലേ,positive,2
Sindhu...if you don&#39;t have guts to speak anything about Kerala Govt without any hypothetical reference to Centre Govt...Just join cpm and they will get you a doctorate..,negative,0
"ഇവന്മാർ നാട് മുടുപ്പിച്ചേ അടങ്ങു, ldf വരും എല്ലാം ശരിയാകും 🤣😂🤓",negative,1
സ്വത്തുവകകൾ ജപ്തി ചെയ്യപ്പെട്ട അവശ PFI പ്രവർത്തകർക്ക് ഒരു ഫണ്ടും നീക്കിവെച്ചില്ലെന്നോ? കഷ്ടം തന്നെ 😜,negative,2
Eyalekkal mosham finance minister undaakilla ... Ini undo ! Athum ariyilla.... But eyalk ee Pani paranjit illa,positive,5
Koothara kazhutharappan palissakkaariyude kendra budget. Kollakkaran mundudutha mooriyude tharikida kollappalissa budget ingu keralathilum.,positive,4
"ഏലി വിഷത്തിനു വില കൂടിയില്ല - അതൊരു ആശ്വസമല്ലേ ? <br>കയറിന് വില കൂടിയില്ല - അതൊരാശ്വാസമല്ലേ ? <br><br>സിൽവർ ലൈൻ ഇല്ലേൽ എന്താ , ഇന്ത്യൻ റയില്വേസ് ഇപ്പോളും കേരളത്തിൽ ട്രെയിൻ ഓടിക്കുന്നില്ലേ <br><br>ഈ മലയാളിയുടെ ഒരു അത്യാഗ്രഹം അല്ലാതെന്താ , കഷ്ടം",negative,2
പ്രതിമ പണിയുന്നത് പട്ടിണി മാറ്റാനാണോ?,positive,4
ഓരോ പഞ്ചായത്തിലും ഒരു ബാർ വീതം തുടങ്ങുക. കേരളം സാമ്പത്തിക വളർച്ച കൈവരിക്കും,positive,5
ഇടതുപക്ഷം 35 വർഷം കേരളം ഭരിക്കട്ടെ,negative,4
കേരളത്തിന് സ്വന്തമായി കേരളത്തിനാവശ്യമായ പച്ചക്കറി ഉണ്ടക്കാൻ സാധിക്കുമോ?,negative,2
ഇവൾക്ക് എന്തേലും ബിജെപി ക്ക് പറഞ്ഞില്ലെങ്കിൽ ചൊറിച്ചിൽ ആണോ?🙄,negative,4
Eyalekkal mosham finance minister undaakilla ... Ini undo ! Athum ariyilla.... But eyalk ee Pani paranjit illa,negative,0
Koothara kazhutharappan palissakkaariyude kendra budget. Kollakkaran mundudutha mooriyude tharikida kollappalissa budget ingu keralathilum.,negative,2
"ഏലി വിഷത്തിനു വില കൂടിയില്ല - അതൊരു ആശ്വസമല്ലേ ? <br>കയറിന് വില കൂടിയില്ല - അതൊരാശ്വാസമല്ലേ ? <br><br>സിൽവർ ലൈൻ ഇല്ലേൽ എന്താ , ഇന്ത്യൻ റയില്വേസ് ഇപ്പോളും കേരളത്തിൽ ട്രെയിൻ ഓടിക്കുന്നില്ലേ <br><br>ഈ മലയാളിയുടെ ഒരു അത്യാഗ്രഹം അല്ലാതെന്താ , കഷ്ടം",negative,4
1 lakh samrambhangal vannirunnu,neutral,2
"കോവിന്ദൻ മാഷ്, ചിറ്റപ്പൻ ജയരാജൻ, ശുംഭൻ ജയരാജൻ, ആനാവൂർ നാഗപ്പൻ, കുടംപുളി സുരേന്ദ്രൻ തുടങ്ങിയ ലോക പ്രസിദ്ധർ ആയ സമാധാനപ്രിയർ russia ukrain യുദ്ധതിനെ പറ്റി സംസാരിച്ചു കോംപ്ലിമെന്റ്സ് ആക്കിയില്ലേ.. അയിന് 2 കോടി കുറവാണു 😂😂😂",neutral,3
കേന്ദ്ര പദ്ധതികൾ സ്വീകരിക്കാതെ സ്വന്തമായി വലിയ പദ്ധതി നടപ്പാക്കാൻ നോക്കുന്നു.,neutral,4
കേന്ദ്ര പദ്ധതികൾ സ്വീകരിക്കാതെ സ്വന്തമായി വലിയ പദ്ധതി നടപ്പാക്കാൻ നോക്കുന്നു.,negative,1
കേരളം തകർന്ന് തരിപ്പണമായി ജനങ്ങൾ കൈകളുയർത്തി നിലവിളിക്കുന്നു ആകാശം ഇടിഞ്ഞു വീഴുന്നത് പോലെ ബജറ്റിൽ വിലക്കയറ്റം പെട്രോളിനും ഡീസലിനും രണ്ടാമത് ബംബർ സെസ് .,positive,1
കേരളത്തിൽ എന്ത് വികസനമാണ് ഉണ്ട് കള്ളന്മാർക്കും കൊള്ളക്കാർക്കും മയക്കുമരുന്ന് മാഫിയക്കും രാഷ്ട്രീയ അടിമകൾക്കും അഴിമതി നടത്തുന്ന രാഷ്ട്രീയക്കാർക്കും വേറെ ഒരു ചുക്കും ചുണ്ണാമ്പും സാധാരണക്കാരന് കിട്ടുന്നില്ല ഇത് ഒന്നുമറിയാത്ത വിഡ്ഢികളായ പ്രബുദ്ധ മലയാളികൾ എന്ന് അഹങ്കരിച്ചു നടക്കുന്ന അടിമകളായ മലയാളികളെ ഓർത്ത് പുച്ഛം മാത്രം🤮🤮🤮🤮,positive,0
Communist theettangal,positive,0
"The way the presenter presents, it would seem center did not present the budget. Only thing good about this episode is her malayalam. Older version of chintha gerome.",negative,5
$ is behind the Adani&#39;s problem. They print in God we trust. The forest is the only back up for it. They have been doing it for last 50 years. All foreign currencies should be banned from India. They could not manipulate Chinese Economy. That is why they want to go to war with them. Do not trust Central banks. Adani should pull out of his $ stocks. Import 2 T more than exports. Pension printing alone 1.5Trillion. Yet our F. M says $ is gaining?.,positive,2
Payye vannallo malathile mouse,neutral,0
"സജീഷിനെന്താ സുഖമില്ലേ? മരണ വീട്ടിലെ കാരണവരെപ്പോലെ .. . തീർച്ചയായുംനമ്മുടെ വരുമാനം വർദ്ധിപ്പിക്കേണ്ടതുണ്ട്. എന്നാൽഒരു ഗൃഹപാഠവും നടത്താതെയാണ് ധനമന്ത്രി ബജറ്റ് തയ്യാറാക്കിയതെന്നു പറയേണ്ടിയിരിക്കുന്നു. വളരെ എളുപത്തിലും വേഗത്തിലും പണം കണ്ടെത്താനുള്ള രീതിയാണ് അവലംബിച്ചിട്ടുള്ളത്.. ധൂർത്തും. അനാവശ്യ ചെലവു കളും , നഷ്ടങ്ങളും ഒഴിവാക്കാനുള്ള ഒരു നടപടിയും കാണുന്നില്ല. സർക്കാർ ഓഫീസുകളിലെ ജീവനക്കാരുടെ എണ്ണം ഗണ്യമായി കുറക്കണം. ഇന്ന് പല സർക്കാർ ഒഫീസുകളിലും ജോലിയില്ലാതെ വെറുതെയിരുന്നു സമയം കൊല്ലുകയാണ്. ഉദാ.. കേരളത്തിൽ കൃഷിയുത്പാദനം നാൾക്കു നാൾ കുറഞ്ഞു കുറഞ്ഞു വരികയാ ണെന്ന് എല്ലാവർക്കുമറിയാം, എന്നാൽ കൃഷിയുമായി ബന്ധപ്പെട്ട് എന്തു മാത്രം ഓഫീസുകളും ജീവനക്കാരുമാണുള്ളത്. ഇതു പോലെ ജനങ്ങൾക്കയാതൊരു ഉപയോഗവുമില്ലാത്ത നൂറു കണക്കിന് ഓഫീസുകൾ കേരളത്തിലുണ്ട്. വി.ഇ.ഒ, ബ്ലോക്ക് തുടങ്ങി കാലഹരണപ്പെട്ട് ,വല്ലപ്പോഴും എന്തെങ്കിലും ജോലി മാത്രമുള്ള എല്ലാ ഓഫീസുകളും നിർത്തലാക്കി ജീവനക്കാരെ പുനർവിന്യസിക്കണം.",positive,1
സനീഷിന് മറുപടി ഇല്ല.......,negative,2
എന്ത് പറഞ്ഞാലും കേന്ദ്രം... ഉള്ളുപ് ലേശം,positive,5
Where else to increase the rates ? This govt is a total failure...,neutral,4
സർക്കാർ സ്കൂളിൽ അഡ്മിഷൻ കൂടിയതും റേഷൻ കടയിൽ കൂടുതൽ ആളുകൾ പോകുന്നതും കഴിഞ്ഞ 6 വർഷത്തെ ദുർഭരണം മൂലം ജനങ്ങൾ സാമ്പത്തികമായി തകർന്ന് തരിപ്പണമായതുകൊണ്ടാണ്. ഇവനൊക്കെ ദൂർത്തടിക്കാൻ വേണ്ടിയാണീ ബഡ്ജറ്റ് 😏😏😏,negative,2
കേരള മോഡല്‍ വിജയിക്കേണ്ടത് രാജ്യത്തിന്റെ പ്രതിരോധ സംവിധാനത്തിന് അനിവാര്യമാണ് പാകിസ്താനെ ചെറുക്കാന്‍ കേരളത്തിന്‌ മാത്രമേ കഴിയൂ,negative,4
ജനത്തിന് വിലയുണ്ട് കിലോക്ക് കാലണ,neutral,4
അനുഭവിക്കുക അത്ര തന്നെ,positive,2
തമിഴ് നാട്ടിലോ കർണാടക യിലോട്ടോ മാറുന്നതാ നല്ലത് എന്ന് തോന്നുന്നു... ഇവിടെ ജീവിതം അസാധ്യം,negative,3
ntha keralathinte avasta,negative,4
പുതിയ ബ്രാഹ്മണർ. 🙏👍,positive,1
"CPM was a party which was meant to help the downtrodden people,but these fellows are turning out to be thieves robbing people",positive,1
What blah blah is this CPM fellow saying?,positive,0
മൊത്തത്തിൽ പറഞ്ഞാൽ ഊമ്പി,positive,0
ഇപ്പ്രാവശ്യം ലോകസമാധാനത്തിന് ഒന്നുമില്ലേ. കഴിഞ്ഞ പ്രാവശ്യത്തെ സമാധാനം കുറച്ചു ബാക്കി ഉണ്ട്.,positive,5
യുഡിഎഫ് ഇൻ്റെ കാലത്ത് അൽകാർക്ക് കയ്യിൽ പൈസ ഉണ്ടായിരുന്നു . പ്രൈവറ്റ് സ്കൂൾ il പഠിപ്പിക്കാനുള്ള സാമ്പത്തിക സ്ഥിതി ഉണ്ടായിരുന്നു . ഇപ്പൊൾ government school il പഠിപ്പിക്കാനും റേഷൻ കടകളിൽ പോകാനും ക്ഷേമ പെൻഷൻ വാങ്ങാനും തൊഴിലുറപ്പ് ഇനു പോകാനും ജനങ്ങൾ nirbandhitharayieikukayaanu,negative,2
മോഡിക്ക് പഠിക്കുന്ന പിണറയി സഖാക്കൾ,neutral,0
ldf vanu ellam kk ayi,positive,1
"Mla, മന്ത്രി ഇവര്ക് തലയിൽ ചുമക്കുവാൻ പറ്റാതെ യുള്ളസാലറി,, വണ്ടി പെട്രോൾ ഡ്രൈവർ കാവൽക്കർ ടെക്സ് എല്ലാം ഫ്രീ പിന്നെ എന്തിന് സാലറി",positive,2
Chakkichokkan,negative,5
നാളത്തെ ദേശാഭിമാനി പത്രത്തിന്റെ first page Headding<br>&#39;പാവങ്ങളുടെ കണ്ണീർ ഒപ്പിയ ബഡ്ജറ്റ് &#39;. ഏറ്റവും താഴെ ഉമ്പ്രിക്കാണ്ടി അക്ഷരത്തിൽ കാണാം പെട്രോളിനും ഡീസലിനും 2 രൂപ കൂട്ടിയെന്ന്,negative,4
Where is the so called Dr. Kayaru.,neutral,2
ഇതൊരു ഒന്നൊന്നര പണിയായിപ്പോയി.<br>കോൺഗ്രാറ്റ്ലഷൻസ്...<br>😆😆😆,positive,4
NIA അറസ്റ്റ് ചെയ്ത് ജിഹാദി ഭീകരരുടെ കുടുംബത്തിന് രാജ്യ സുരക്ഷ സെസ് മന്ത്രി ബാലഗോപാൽ ഏർപ്പെടുത്തണം,positive,5
😳ithokke nthinano ntho,positive,4
കേന്ദ്ര സംസ്ഥാന സർക്കാരുകൾ ജനങ്ങളെ കൊള്ളയടിക്കുന്നു,positive,2
"കേന്ദ്രം അരി തന്നില്ല എങ്കിൽ ഒന്ന് വെറുതെ ഓർത്ത് നോക്ക് , ഇവിടെ ഒന്നും ഇല്ല, കൃഷി ചെയ്യാൻ ചെറുപ്പക്കാർ ഇല്ല , ചെറുപ്പക്കാർ എല്ലാം പുറത്ത് പോകുന്നു, tax കൊടുക്കാൻ മാത്രം എന്തിനാ ഇവിടെ നില്കുന്നത്? കേരളം നന്നായി വരട്ടെ. എന്ന് കേരളത്തിന്റെ പുറത്ത് നിന്ന് ഒരു മലയാളി.",positive,4
"വിപ്ലവം, ബൂർഷ്വാ, അടിച്ചമർത്തപ്പെട്ടവർ.... കുറെ വാചക കസറത്തുകൾ കാലം കുറെ ആയി കേൾക്കുന്നു.... വേറെ ഒന്നും നടക്കുന്നില്ല കാണുന്നില്ല",positive,0
K rail ne budgetil. Paisa ellathath ath pinari de mathram alley K Rail.athu konda,positive,2
Asianet nintay attinay pattiyakkunna magic,negative,4
കേരളത്തിന്റെ നാശം തുടങ്ങിയത് മണ്ടൻ ഐസക് ധനമന്ത്രി ആയതിനു ശേഷം ആണ്,positive,2
എല്ലാം ശരിയായി ഇനി എന്ത് വേണം? കുറിച്ചു കൂടി ശരിയാകണം ഒരു ടേം കൂടി എൽഡിഎഫ് സർക്കാരിന് നൽകണം,neutral,3
🤣,negative,4
ഒരു പ്രാവശ്യത്തിൽ കൂടുതൽ കക്കൂസിൽ പോകുന്നവർക്കു സെസ് ഏർപ്പെടുത്താവുന്നതാണ്. 🤔,positive,1
ശുപ്പാർ 🥲,negative,1
ഇന്നോവ നല്ല മൈലേജാണ്<br>ബഡ്ജറ്റ് കിറ്റ് വിതരണം ഉടനേ ഉണ്ടാകും,negative,0
Dear Asianet… You should try to bring people who can have direct conversations for such debates. This CPM guy keeps speaking like he is in his party office explaining chakka when asked about Manga… enthu shokam aanu to listen to him…,negative,0
Just skip the part where he is speaking and listen to others!!,positive,5
@Naveenkumar Jbyju <br><br>But where we can question instead of him in this debate ? if he not willing to give direct answers then he should be out for annother person to answer these question. Skipping isnt give us no person to take the respnsibility of the Govts idiotic actions.,negative,2
